Fecha,Provincia,Casos,Fallecidos
06/01/2020,Salta,3,0
06/01/2020,Santa Cruz,1,0
06/01/2020,Santa Fe,3,0
06/02/2020,Buenos Aires,488,8
06/02/2020,Capital Federal,371,3
06/02/2020,Chaco,30,2
06/02/2020,Córdoba,1,0
06/02/2020,Corrientes,2,0
06/02/2020,Entre Rios,2,0
06/02/2020,Neuquén,3,0
06/02/2020,Rio Negro,3,0
06/02/2020,Salta,4,0
06/03/2020,Buenos Aires,442,6
06/03/2020,Capital Federal,467,5
06/03/2020,Chaco,6,1
06/03/2020,Chubut,1,0
06/03/2020,Córdoba,1,1
06/03/2020,Entre Rios,2,0
06/03/2020,Misiones,1,0
06/03/2020,Neuquén,10,0
06/03/2020,Rio Negro,16,1
06/03/2020,Santa Fe,3,0
06/04/2020,Buenos Aires,423,11
06/04/2020,Capital Federal,437,12
06/04/2020,Chaco,53,1
06/04/2020,Córdoba,2,0
06/04/2020,Misiones,1,0
06/04/2020,Rio Negro,8,1
06/04/2020,Santa Fe,5,0
06/05/2020,Buenos Aires,371,8
06/05/2020,Capital Federal,422,15
06/05/2020,Chaco,29,1
06/05/2020,Chubut,3,0
06/05/2020,Córdoba,1,0
06/05/2020,Entre Rios,4,0
06/05/2020,Neuquén,1,0
06/05/2020,Rio Negro,8,0
06/05/2020,Santa Fe,1,0
06/06/2020,Buenos Aires,457,2
06/06/2020,Capital Federal,475,13
06/06/2020,Chaco,19,0
06/06/2020,Chubut,1,0
06/06/2020,Córdoba,0,1
06/06/2020,Entre Rios,10,0
06/06/2020,Misiones,3,0
06/06/2020,Neuquén,1,0
06/06/2020,Rio Negro,15,0
06/06/2020,Santa Fe,2,0
06/07/2020,Buenos Aires,375,9
06/07/2020,Capital Federal,359,4
06/07/2020,Chaco,18,1
06/07/2020,Chubut,5,0
06/07/2020,Entre Rios,2,0
06/07/2020,La Rioja,1,1
06/07/2020,Misiones,3,0
06/07/2020,Rio Negro,10,1
06/07/2020,Salta,1,0
06/08/2020,Buenos Aires,345,16
06/08/2020,Capital Federal,420,9
06/08/2020,Chaco,45,1
06/08/2020,Chubut,1,0
06/08/2020,Córdoba,1,0
06/08/2020,Entre Rios,2,0
06/08/2020,Mendoza,1,0
06/08/2020,Rio Negro,11,2
06/08/2020,Tucumán,0,1
06/09/2020,Buenos Aires,545,13
06/09/2020,Capital Federal,535,8
06/09/2020,Chaco,28,2
06/09/2020,Chubut,5,0
06/09/2020,Córdoba,2,0
06/09/2020,Corrientes,1,0
06/09/2020,Entre Rios,2,0
06/09/2020,Jujuy,2,0
06/09/2020,Mendoza,1,0
06/09/2020,Neuquén,5,0
06/09/2020,Rio Negro,13,1
06/09/2020,Santa Fe,2,0
06/10/2020,Buenos Aires,622,7
06/10/2020,Capital Federal,522,11
06/10/2020,Chaco,45,0
06/10/2020,Córdoba,5,0
06/10/2020,Entre Rios,4,0
06/10/2020,Neuquén,10,0
06/10/2020,Rio Negro,12,0
06/10/2020,Salta,1,0
06/10/2020,San Juan,1,0
06/10/2020,Santa Fe,4,0
06/11/2020,Buenos Aires,756,19
06/11/2020,Capital Federal,538,7
06/11/2020,Chaco,48,2
06/11/2020,Córdoba,3,0
06/11/2020,Corrientes,3,0
06/11/2020,Entre Rios,6,0
06/11/2020,Mendoza,1,0
06/11/2020,Misiones,1,1
06/11/2020,Neuquén,14,0
06/11/2020,Rio Negro,14,1
06/11/2020,Santa Fe,2,0
06/12/2020,Buenos Aires,744,11
06/12/2020,Capital Federal,565,4
06/12/2020,Chaco,39,3
06/12/2020,Chubut,4,1
06/12/2020,Córdoba,9,1
06/12/2020,Entre Rios,4,0
06/12/2020,Formosa,1,0
06/12/2020,Mendoza,2,0
06/12/2020,Neuquén,6,0
06/12/2020,Rio Negro,16,0
06/12/2020,Tucumán,1,0
06/13/2020,Buenos Aires,849,19
06/13/2020,Capital Federal,558,7
06/13/2020,Chaco,49,0
06/13/2020,Chubut,9,0
06/13/2020,Córdoba,6,0
06/13/2020,Corrientes,1,0
06/13/2020,Entre Rios,2,0
06/13/2020,Formosa,26,0
06/13/2020,Jujuy,0,1
06/13/2020,Neuquén,13,0
06/13/2020,Rio Negro,13,3
06/13/2020,Salta,2,0
06/13/2020,San Juan,1,0
06/13/2020,Santa Fe,1,0
06/13/2020,Tucumán,1,0
06/14/2020,Buenos Aires,635,9
06/14/2020,Capital Federal,558,5
06/14/2020,Chaco,27,3
06/14/2020,Chubut,2,0
06/14/2020,Córdoba,6,1
06/14/2020,Corrientes,2,0
06/14/2020,Entre Rios,15,0
06/14/2020,Formosa,6,0
06/14/2020,La Pampa,1,0
06/14/2020,Mendoza,7,0
06/14/2020,Neuquén,9,0
06/14/2020,Rio Negro,6,0
06/14/2020,Salta,2,0
06/14/2020,Tucumán,6,0
06/15/2020,Buenos Aires,0,5
06/15/2020,Capital Federal,0,4
